product_name,quantity,unit_price,manufacturer,expiration_date,category,weight,color,material,production_date,total_value,production_year
Cheese - Blue,136,59.73,Quatz,2022-12-08,food,1.6,Aquamarine,plastic,2022-01-24,8123.28,2022
Bar Mix - Lime,565,26.69,Muxo,2022-12-08,food,5.088278388278388,Pink,plastic,2023-06-29,15079.85,2023
Passion Fruit,43,10.13,Katz,2022-12-08,food,5.088278388278388,Blue,plastic,2023-12-08,435.59000000000003,2023
Coffee - 10oz Cup 92961,199,89.33,Fanoodle,2022-12-08,food,2.5,Indigo,wood,2022-09-12,17776.67,2022
Pepper - Green Thai,778,0.23,Roombo,2022-12-08,food,5.1,Green,wood,2023-10-03,178.94,2023
Goat - Leg,243,6.89,Quimba,2022-12-08,food,6.5,Mauv,wood,2022-04-29,1674.27,2022
Lid - 3oz Med Rec,202,18.85,Plajo,2022-12-08,food,4.0,Fuscia,metal,2022-07-14,3807.7000000000003,2022
Cheese - Perron Cheddar,461,23.94,Meetz,2022-12-08,clothing,0.2,Pink,plastic,2023-12-19,11036.34,2023
Cake Slab,615,78.22,Eazzy,2022-12-08,electronics,9.2,Khaki,metal,2023-02-26,48105.3,2023
Muffin Mix - Lemon Cranberry,853,61.63,Fivechat,2022-12-08,clothing,9.7,Indigo,metal,2022-04-10,52570.39,2022
Bread - English Muffin,924,22.34,Yombu,2022-12-08,electronics,4.969776119402986,Violet,plastic,2022-04-22,20642.16,2022
"Chestnuts - Whole,canned",943,80.39,Browsetype,2022-12-08,clothing,7.8,Purple,metal,2022-06-15,75807.77,2022
"Schnappes - Peach, Walkers",954,97.12,Tagpad,2022-12-08,electronics,3.2,Indigo,plastic,2022-05-19,92652.48000000001,2022
Truffle - Peelings,945,98.0,Skinix,2022-10-26,clothing,4.99875,Puce,metal,2023-12-18,92610.0,2023
Cheese - Goat With Herbs,934,2.98,Dablist,2022-12-08,food,7.0,Blue,metal,2023-03-14,2783.32,2023
"Soup - Knorr, Country Bean",894,43.25,Skynoodle,2022-12-08,clothing,4.99875,Fuscia,metal,2022-10-19,38665.5,2022
Venison - Liver,523,65.81,Feedfish,2022-12-08,electronics,8.8,Purple,metal,2023-03-13,34418.630000000005,2023
Tequila - Sauza Silver,31,10.22,Thoughtblab,2023-12-30,food,5.088278388278388,Teal,plastic,2023-03-25,316.82,2023
Melon - Honey Dew,193,2.46,Vimbo,2022-12-08,electronics,4.969776119402986,Teal,wood,2023-11-14,474.78,2023
"Pineapple - Canned, Rings",699,21.92,Flashspan,2022-12-08,clothing,4.99875,Maroon,metal,2023-09-28,15322.080000000002,2023
Oil - Sunflower,196,18.8,Mynte,2022-12-08,food,5.088278388278388,Purple,wood,2023-02-26,3684.8,2023
Cheese - Roquefort Pappillon,742,3.11,Tagtune,2022-12-08,food,2.8,Puce,metal,2022-08-06,2307.62,2022
Boogies,681,29.73,Feedbug,2022-11-27,electronics,1.2,Indigo,plastic,2023-03-06,20246.13,2023
Chevere Logs,584,44.74,Oyope,2022-12-08,clothing,9.5,Orange,metal,2023-10-21,26128.16,2023
Tea - Apple Green Tea,163,84.29,Brightbean,2022-12-08,electronics,4.969776119402986,Turquoise,plastic,2023-07-15,13739.27,2023
"Pasta - Detalini, White, Fresh",382,8.96,Meeveo,2022-12-08,electronics,9.1,Yellow,plastic,2022-08-30,3422.7200000000003,2022
Vinegar - Cider,621,62.43,Skilith,2022-10-01,electronics,6.0,Pink,wood,2023-09-02,38769.03,2023
"Rum - Cream, Amarula",852,7.54,Eamia,2022-12-08,food,6.0,Goldenrod,metal,2022-10-14,6424.08,2022
French Kiss Vanilla,470,83.59,Tekfly,2022-04-07,clothing,6.3,Pink,wood,2022-10-28,39287.3,2022
Herb Du Provence - Primerba,811,31.47,Dynabox,2022-12-08,clothing,2.9,Puce,metal,2023-05-21,25522.17,2023
Fish - Bones,329,35.99,Midel,2022-12-08,electronics,4.2,Green,plastic,2022-06-28,11840.710000000001,2022
Oil - Cooking Spray,342,20.12,Jaxbean,2022-12-08,electronics,1.7,Fuscia,metal,2023-11-23,6881.04,2023
Plate Pie Foil,238,81.78,Roomm,2022-12-08,food,6.1,Crimson,metal,2023-11-29,19463.64,2023
Sea Urchin,817,94.54,Feedmix,2022-12-08,clothing,1.0,Purple,metal,2023-12-30,77239.18000000001,2023
Vodka - Smirnoff,987,19.47,Minyx,2022-12-08,electronics,3.3,Red,wood,2023-02-15,19216.89,2023
Salt And Pepper Mix - Black,227,8.93,Brainbox,2022-12-08,electronics,5.0,Puce,metal,2023-04-12,2027.11,2023
Veal - Loin,853,37.69,Jabbersphere,2022-09-13,electronics,3.0,Pink,plastic,2023-01-16,32149.57,2023
Anisette - Mcguiness,894,5.11,Feednation,2022-12-08,food,5.5,Puce,wood,2022-02-10,4568.34,2022
Ham - Cooked,423,40.99,Kamba,2022-12-08,electronics,6.3,Indigo,metal,2023-08-06,17338.77,2023
"Pasta - Gnocchi, Potato",64,43.54,Realfire,2022-12-08,food,5.088278388278388,Orange,wood,2022-11-26,2786.56,2022
Wine - Sogrape Mateus Rose,803,25.54,Edgeify,2022-12-08,electronics,0.8,Mauv,metal,2022-04-26,20508.62,2022
Danishes - Mini Cheese,405,58.08,Livepath,2022-12-08,electronics,2.6,Indigo,metal,2022-02-24,23522.399999999998,2022
Pork - Backs - Boneless,623,25.5,Meejo,2022-12-08,electronics,6.5,Green,wood,2022-01-10,15886.5,2022
Eggplant - Regular,564,8.29,Kamba,2022-12-08,food,1.2,Fuscia,metal,2022-12-10,4675.5599999999995,2022
Sprouts - Corn,300,72.36,Rhyzio,2023-09-15,food,8.0,Purple,metal,2023-09-13,21708.0,2023
Appetizer - Tarragon Chicken,412,80.7,Feednation,2022-12-08,electronics,3.9,Green,metal,2023-01-04,33248.4,2023
Liners - Baking Cups,495,43.48,Zava,2022-12-08,food,6.5,Puce,plastic,2022-10-17,21522.6,2022
Bread - Onion Focaccia,304,83.73,Agimba,2022-12-08,electronics,9.0,Indigo,plastic,2022-06-22,25453.920000000002,2022
Cucumber - Pickling Ontario,573,42.64,Yakitri,2022-04-05,electronics,4.9,Khaki,wood,2022-11-04,24432.72,2022
Cheese - Cheddar With Claret,465,8.78,Trilith,2022-12-08,clothing,0.7,Violet,metal,2023-09-11,4082.7,2023
Wine - Rosso Toscano Igt,948,84.16,Geba,2022-12-08,food,5.088278388278388,Blue,plastic,2023-06-29,79783.68,2023
Pasta - Agnolotti - Butternut,91,91.18,Quinu,2022-12-08,electronics,9.0,Puce,wood,2023-04-02,8297.380000000001,2023
Pie Shells 10,31,25.64,Kwimbee,2022-06-01,food,5.088278388278388,Puce,plastic,2023-09-20,794.84,2023
"Apple - Delicious, Golden",47,25.57,Jabbertype,2022-12-08,clothing,4.2,Khaki,wood,2022-11-29,1201.79,2022
Coffee - Frthy Coffee Crisp,602,95.05,Dabvine,2022-12-08,electronics,8.4,Khaki,plastic,2022-01-17,57220.1,2022
Wine - Merlot Vina Carmen,722,2.76,Topiczoom,2022-12-08,electronics,6.6,Orange,metal,2022-05-21,1992.7199999999998,2022
Chicken Thigh - Bone Out,408,20.76,Ntag,2022-12-08,electronics,1.6,Orange,plastic,2022-05-19,8470.08,2022
"Beans - Fava, Canned",725,67.23,Dabfeed,2022-12-08,food,3.2,Purple,metal,2023-03-15,48741.75,2023
Cookie Choc,228,72.71,Npath,2022-12-08,food,5.088278388278388,Violet,plastic,2022-08-16,16577.879999999997,2022
Bread - Pita,455,80.87,Meevee,2022-12-08,food,1.0,Pink,metal,2022-02-28,36795.85,2022
"Soup - Knorr, French Onion",815,88.16,Tazz,2022-12-08,food,9.6,Orange,plastic,2023-07-10,71850.4,2023
Lettuce - Curly Endive,249,73.98,Thoughtmix,2022-12-08,clothing,2.0,Aquamarine,metal,2023-09-02,18421.02,2023
Ham - Cooked Bayonne Tinned,797,71.87,Midel,2022-12-08,clothing,1.8,Puce,plastic,2023-01-15,57280.39000000001,2023
Worcestershire Sauce,105,24.65,Zooveo,2022-12-08,clothing,7.8,Teal,wood,2022-09-05,2588.25,2022
Fennel - Seeds,314,23.84,Ooba,2022-12-08,food,3.4,Red,plastic,2023-03-18,7485.76,2023
Cakes Assorted,481,91.14,Vidoo,2023-06-24,clothing,4.99875,Purple,metal,2023-10-25,43838.340000000004,2023
Nantucket - Pomegranate Pear,181,77.45,Feedfire,2022-12-08,electronics,9.8,Mauv,plastic,2022-11-26,14018.45,2022
Eggwhite Frozen,933,78.76,Skibox,2022-12-08,electronics,4.969776119402986,Crimson,metal,2022-02-11,73483.08,2022
"Cherries - Maraschino,jar",696,54.16,Mynte,2022-12-08,electronics,1.7,Teal,wood,2023-11-18,37695.36,2023
Lid - 16 Oz And 32 Oz,678,41.38,Babbleopia,2022-01-03,electronics,3.4,Teal,plastic,2022-02-01,28055.640000000003,2022
"Pasta - Shells, Medium, Dry",973,7.1,Kimia,2022-12-08,food,8.7,Goldenrod,wood,2023-08-03,6908.299999999999,2023
Longos - Chicken Caeser Salad,803,47.9,Browsezoom,2022-12-08,food,6.0,Maroon,plastic,2022-08-20,38463.7,2022
Cup - 4oz Translucent,679,25.56,Blogtag,2022-12-08,electronics,3.6,Fuscia,plastic,2023-05-28,17355.239999999998,2023
Wine - Mondavi Coastal Private,849,22.93,Aibox,2022-04-24,electronics,7.2,Khaki,metal,2022-08-15,19467.57,2022
Ecolab - Solid Fusion,59,5.27,Buzzbean,2022-12-08,clothing,1.7,Khaki,metal,2022-03-04,310.92999999999995,2022
V8 Splash Strawberry Kiwi,762,24.46,Shufflester,2022-12-08,food,1.2,Khaki,plastic,2023-12-23,18638.52,2023
Mushroom - White Button,453,21.79,Babbleset,2022-12-08,electronics,3.3,Mauv,wood,2023-10-19,9870.869999999999,2023
Glaze - Clear,965,83.99,Riffwire,2022-12-08,clothing,9.7,Crimson,wood,2023-08-19,81050.34999999999,2023
Container - Hngd Cll Blk 7x7x3,414,36.2,Dazzlesphere,2023-09-02,food,4.0,Indigo,plastic,2022-09-09,14986.800000000001,2022
Juice - Orange 1.89l,340,78.77,Thoughtsphere,2022-12-08,food,6.8,Blue,plastic,2022-08-31,26781.8,2022
Kirsch - Schloss,940,76.73,Avamm,2022-12-08,clothing,2.9,Fuscia,metal,2023-04-09,72126.2,2023
Soup - Campbells Mushroom,943,94.7,Zooveo,2022-12-08,electronics,0.4,Pink,plastic,2023-12-12,89302.1,2023
"Pepper - White, Ground",130,19.86,Jazzy,2022-12-08,food,6.0,Yellow,metal,2022-09-18,2581.7999999999997,2022
Arizona - Green Tea,292,4.63,Tazz,2022-12-08,electronics,9.6,Blue,plastic,2023-10-25,1351.96,2023
Clam - Cherrystone,515,52.91,Jaxbean,2022-12-08,food,0.5,Maroon,wood,2023-06-23,27248.649999999998,2023
Tarts Assorted,766,28.14,Devpoint,2022-12-08,electronics,3.0,Violet,metal,2023-08-25,21555.24,2023
Wine - Jafflin Bourgongone,859,55.18,Trunyx,2022-12-08,clothing,9.9,Goldenrod,metal,2022-05-13,47399.62,2022
Kellogs All Bran Bars,62,75.93,Zoonder,2022-12-08,food,5.088278388278388,Purple,metal,2023-12-04,4707.660000000001,2023
Mini - Vol Au Vents,203,8.06,Jazzy,2022-12-08,food,1.3,Purple,wood,2023-07-27,1636.18,2023
Soup V8 Roasted Red Pepper,623,83.94,Thoughtworks,2023-12-23,electronics,8.3,Turquoise,plastic,2022-11-21,52294.619999999995,2022
Beer - Sleeman Fine Porter,217,14.09,Eidel,2022-12-08,clothing,4.99875,Yellow,wood,2022-12-25,3057.5299999999997,2022
Bandage - Flexible Neon,245,7.37,Skipstorm,2022-09-19,clothing,2.6,Yellow,plastic,2023-12-30,1805.65,2023
Papayas,252,12.17,InnoZ,2022-10-12,clothing,6.2,Indigo,wood,2022-11-21,3066.84,2022
Orange Roughy 6/8 Oz,638,87.45,Fivechat,2022-12-08,electronics,1.6,Goldenrod,plastic,2023-02-11,55793.1,2023
"Bread - Multigrain, Loaf",640,52.37,Ailane,2022-12-08,food,8.2,Goldenrod,metal,2023-11-30,33516.799999999996,2023
Dish Towel,738,77.2,Talane,2022-12-08,clothing,0.4,Red,metal,2023-09-19,56973.6,2023
Breadfruit,866,91.38,Bluezoom,2022-12-08,electronics,6.8,Pink,metal,2022-09-24,79135.08,2022
Water - Tonic,595,67.75,Tazzy,2022-12-08,clothing,6.8,Purple,wood,2022-12-29,40311.25,2022
Tea - Herbal - 6 Asst,849,52.14,Skaboo,2022-12-08,electronics,3.9,Goldenrod,metal,2022-12-03,44266.86,2022
Red Pepper Paste,382,30.77,Livepath,2022-12-08,clothing,1.8,Mauv,wood,2023-01-16,11754.14,2023
Compound - Pear,91,10.58,DabZ,2022-12-08,food,4.9,Green,wood,2022-05-27,962.78,2022
Flower - Dish Garden,146,72.97,Tanoodle,2022-12-08,food,0.6,Teal,metal,2023-05-17,10653.619999999999,2023
Puff Pastry - Slab,968,67.44,Pixonyx,2023-07-18,food,1.4,Puce,wood,2022-04-29,65281.92,2022
Pasta - Cheese / Spinach Bauletti,178,81.84,Shufflester,2022-12-08,electronics,4.969776119402986,Pink,plastic,2022-03-19,14567.52,2022
Table Cloth 54x54 White,845,62.66,Trunyx,2022-12-22,food,5.088278388278388,Goldenrod,metal,2022-07-16,52947.7,2022
Beans - French,350,47.25,Jetwire,2022-12-08,electronics,6.9,Pink,plastic,2023-08-18,16537.5,2023
Lemon Balm - Fresh,288,46.73,Skimia,2022-12-08,electronics,7.4,Goldenrod,wood,2022-01-28,13458.24,2022
"Pork - Ham, Virginia",908,89.73,Twitterlist,2022-12-08,clothing,5.7,Maroon,metal,2023-12-06,81474.84,2023
Dates,313,80.06,Zoomlounge,2022-12-08,food,5.088278388278388,Purple,wood,2022-06-18,25058.780000000002,2022
Tea - Apple Green Tea,702,81.4,Abatz,2022-12-08,food,5.9,Indigo,plastic,2023-07-27,57142.8,2023
Basil - Thai,461,72.88,Skiptube,2022-12-08,electronics,8.5,Maroon,wood,2023-11-04,33597.68,2023
"Water - Spring Water, 355 Ml",906,28.73,Buzzster,2022-12-08,clothing,4.99875,Khaki,metal,2023-07-21,26029.38,2023
Cookies - Englishbay Chochip,673,45.27,Edgeblab,2023-12-03,electronics,2.0,Puce,metal,2023-12-19,30466.710000000003,2023
"Oil - Truffle, Black",759,83.02,Gigabox,2022-12-08,food,9.7,Yellow,plastic,2022-04-01,63012.18,2022
"Tart Shells - Savory, 3",822,67.64,Meedoo,2022-12-08,electronics,6.4,Orange,wood,2023-12-13,55600.08,2023
Tomatoes - Heirloom,508,62.58,Gigashots,2022-12-08,clothing,5.5,Green,plastic,2022-06-28,31790.64,2022
Flour - Chickpea,550,48.19,Mynte,2022-12-08,electronics,8.5,Yellow,plastic,2023-04-12,26504.5,2023
Bag - Regular Kraft 20 Lb,469,99.68,Jayo,2022-11-06,clothing,7.8,Violet,metal,2022-02-18,46749.920000000006,2022
"Oil - Truffle, Black",272,91.23,Kanoodle,2022-12-08,electronics,8.2,Puce,metal,2023-02-14,24814.56,2023
"Bread - Crumbs, Bulk",191,13.43,Meemm,2022-12-08,food,8.8,Orange,wood,2023-03-13,2565.13,2023
Crush - Cream Soda,699,35.63,Trilith,2022-12-08,clothing,4.99875,Green,metal,2023-11-25,24905.370000000003,2023
Pie Shells 10,40,5.17,Vidoo,2022-12-08,food,4.3,Teal,wood,2022-03-15,206.8,2022
Rhubarb,978,98.71,Youspan,2022-07-06,electronics,4.0,Orange,metal,2022-08-05,96538.37999999999,2022
Clams - Canned,44,68.43,Reallinks,2022-12-08,food,9.4,Green,metal,2022-08-23,3010.92,2022
Pectin,459,14.56,Quamba,2022-12-08,food,8.5,Puce,plastic,2023-05-14,6683.04,2023
Onions - Pearl,838,62.41,Wordtune,2022-12-08,clothing,1.6,Blue,wood,2022-05-06,52299.579999999994,2022
Kale - Red,646,31.96,Buzzshare,2022-12-08,clothing,6.4,Blue,plastic,2022-06-17,20646.16,2022
Oil - Safflower,325,37.59,Fiveclub,2022-12-08,electronics,0.2,Crimson,plastic,2022-02-13,12216.750000000002,2022
Daikon Radish,388,26.22,Shufflester,2023-06-16,food,5.9,Indigo,metal,2022-04-14,10173.359999999999,2022
Cookie Double Choco,826,48.22,Kwinu,2022-11-25,electronics,6.7,Aquamarine,wood,2023-05-12,39829.72,2023
"Basil - Dry, Rubbed",955,48.92,Tagchat,2022-12-08,food,5.088278388278388,Yellow,wood,2022-06-29,46718.6,2022
Munchies Honey Sweet Trail Mix,680,46.36,Mydeo,2022-11-24,clothing,9.0,Violet,metal,2023-09-04,31524.8,2023
Ecolab - Medallion,90,80.31,Voonix,2022-12-08,electronics,4.969776119402986,Blue,wood,2022-01-20,7227.900000000001,2022
Cheese - Roquefort Pappillon,838,64.09,Feedmix,2022-12-03,electronics,1.3,Khaki,metal,2023-08-22,53707.420000000006,2023
"Pasta - Detalini, White, Fresh",669,70.59,Edgeblab,2022-12-08,electronics,6.5,Pink,plastic,2022-09-12,47224.71,2022
Quinoa,937,71.82,Mynte,2022-12-08,clothing,5.2,Purple,plastic,2022-05-12,67295.34,2022
Filling - Mince Meat,491,8.38,Leexo,2022-12-08,electronics,7.9,Goldenrod,plastic,2022-01-03,4114.580000000001,2022
Tomatoes Tear Drop Yellow,708,53.56,Geba,2022-12-08,electronics,9.9,Mauv,plastic,2022-02-20,37920.48,2022
Kellogs Special K Cereal,13,84.3,Jayo,2022-12-08,food,2.5,Maroon,plastic,2022-09-15,1095.8999999999999,2022
"Rum - Dark, Bacardi, Black",743,54.16,Pixonyx,2022-12-08,electronics,4.969776119402986,Puce,metal,2022-01-27,40240.88,2022
Potatoes - Mini Red,212,61.09,Twimm,2022-12-08,clothing,2.4,Puce,plastic,2022-11-22,12951.08,2022
Lettuce - Frisee,769,59.39,Skilith,2023-11-19,electronics,5.8,Green,wood,2022-05-09,45670.91,2022
Vegetable - Base,48,31.13,Meetz,2022-03-14,electronics,4.969776119402986,Maroon,metal,2022-03-18,1494.24,2022
Table Cloth 91x91 Colour,9,97.24,Avamba,2022-12-08,electronics,6.8,Mauv,metal,2022-05-16,875.16,2022
Jam - Apricot,320,72.95,Pixope,2022-12-08,clothing,3.5,Turquoise,wood,2022-01-09,23344.0,2022
Flavouring - Rum,161,80.16,Cogilith,2022-11-03,food,5.088278388278388,Puce,metal,2023-10-23,12905.76,2023
Dikon,323,74.04,Oba,2023-01-14,electronics,4.1,Maroon,plastic,2022-03-09,23914.920000000002,2022
Iced Tea Concentrate,979,0.52,Meembee,2022-12-08,electronics,4.969776119402986,Goldenrod,plastic,2022-09-12,509.08000000000004,2022
Flour - Strong Pizza,286,81.94,Feedfire,2022-12-08,food,8.5,Orange,wood,2023-08-02,23434.84,2023
"Beets - Candy Cane, Organic",907,59.72,Riffpath,2022-12-08,electronics,2.1,Khaki,plastic,2023-05-30,54166.04,2023
Bread - Pain Au Liat X12,962,99.62,Mymm,2022-12-08,electronics,4.969776119402986,Khaki,wood,2023-03-16,95834.44,2023
Zucchini - Green,971,91.13,Linklinks,2022-11-12,electronics,4.969776119402986,Indigo,wood,2022-12-29,88487.23,2022
Juice - Mango,693,98.01,Zava,2022-12-08,food,4.8,Maroon,wood,2022-11-02,67920.93000000001,2022
"Salmon - Atlantic, Skin On",40,15.02,Eidel,2022-12-08,clothing,4.0,Mauv,metal,2022-07-03,600.8,2022
Cafe Royale,721,99.64,Flipbug,2023-09-11,clothing,1.2,Puce,plastic,2022-08-21,71840.44,2022
Flour - Cake,373,40.36,Avaveo,2022-12-08,food,0.9,Red,metal,2023-07-22,15054.28,2023
Cheese - Cottage Cheese,843,27.16,Cogidoo,2022-12-08,clothing,9.3,Goldenrod,metal,2022-06-10,22895.88,2022
Pepper - Red Chili,616,86.33,Twinder,2022-12-08,food,8.8,Blue,metal,2022-06-26,53179.28,2022
Oil - Olive,613,74.03,Tekfly,2022-12-08,food,4.0,Violet,metal,2023-08-11,45380.39,2023
Lettuce - Romaine,729,62.44,Zoozzy,2022-12-08,electronics,3.7,Fuscia,metal,2022-02-09,45518.759999999995,2022
Butter - Salted,736,57.32,Jetwire,2023-12-03,clothing,3.4,Crimson,plastic,2022-05-13,42187.52,2022
Cheese - Taleggio D.o.p.,259,41.71,Einti,2022-12-08,electronics,4.969776119402986,Pink,wood,2023-05-16,10802.89,2023
"Veal - Inside, Choice",23,27.79,Meemm,2022-08-17,food,2.3,Pink,wood,2022-12-04,639.17,2022
Canada Dry,560,22.82,Feedfire,2023-01-15,electronics,3.0,Turquoise,metal,2022-02-12,12779.2,2022
Wine - Jackson Triggs Okonagan,796,39.79,Yombu,2022-12-08,food,8.2,Orange,wood,2022-09-26,31672.84,2022
"Radish - Black, Winter, Organic",322,21.18,Voonix,2022-12-08,clothing,9.4,Blue,metal,2023-09-10,6819.96,2023
Puree - Raspberry,363,75.0,Wikibox,2022-12-08,electronics,4.969776119402986,Crimson,metal,2023-06-08,27225.0,2023
Rice - Basmati,743,59.5,Fivechat,2022-12-08,electronics,6.3,Violet,metal,2023-03-11,44208.5,2023
Beans - Soya Bean,925,87.62,Tavu,2023-06-10,electronics,4.1,Pink,wood,2023-03-01,81048.5,2023
Dr. Pepper - 355ml,534,85.84,Youopia,2022-12-08,clothing,5.0,Yellow,wood,2023-05-24,45838.560000000005,2023
Cheese - Valancey,791,0.28,Skippad,2022-12-08,clothing,2.8,Crimson,wood,2023-03-29,221.48000000000002,2023
Pineapple - Golden,737,4.38,Browsezoom,2023-07-28,food,1.3,Fuscia,plastic,2022-09-10,3228.06,2022
"Cheese - Romano, Grated",308,67.97,Wikibox,2022-12-08,clothing,5.6,Khaki,metal,2022-11-19,20934.76,2022
Rhubarb,176,36.09,Rhybox,2022-12-08,electronics,1.0,Maroon,metal,2022-09-22,6351.84,2022
Cheese - Cambozola,696,40.0,Riffwire,2023-09-17,electronics,4.969776119402986,Teal,metal,2022-01-13,27840.0,2022
"Tart Shells - Barquettes, Savory",839,81.29,Fliptune,2023-10-05,food,4.7,Yellow,plastic,2023-04-08,68202.31000000001,2023
Wine - Alsace Riesling Reserve,163,17.44,Skynoodle,2022-12-08,food,5.088278388278388,Purple,metal,2022-09-21,2842.7200000000003,2022
Truffle Cups - Brown,533,26.55,Npath,2022-12-08,food,9.8,Puce,metal,2022-06-18,14151.15,2022
Daikon Radish,774,91.35,Youopia,2022-12-08,clothing,7.2,Orange,wood,2022-07-27,70704.9,2022
"Syrup - Monin, Irish Cream",186,41.54,Thoughtmix,2022-12-08,food,3.3,Maroon,wood,2022-02-18,7726.44,2022
Cake - French Pear Tart,882,79.7,Divape,2022-12-08,electronics,7.3,Indigo,metal,2022-09-26,70295.40000000001,2022
"Bar Mix - Pina Colada, 355 Ml",130,90.64,Oyondu,2022-12-08,clothing,4.3,Khaki,metal,2023-06-23,11783.2,2023
Hipnotiq Liquor,992,95.02,Zooveo,2022-02-18,clothing,5.2,Blue,plastic,2022-05-01,94259.84,2022
Clam - Cherrystone,581,73.09,Talane,2022-12-08,electronics,8.2,Maroon,metal,2022-03-01,42465.29,2022
Chips - Miss Vickies,564,98.59,Plajo,2022-12-08,food,5.088278388278388,Blue,metal,2022-11-30,55604.76,2022
Wine - Zinfandel California 2002,902,18.51,Browsebug,2023-03-25,clothing,6.8,Green,wood,2022-11-25,16696.02,2022
Frangelico,294,90.57,Cogidoo,2022-12-08,electronics,4.969776119402986,Violet,metal,2022-05-13,26627.579999999998,2022
Flax Seed,864,21.12,Blogtag,2022-12-08,clothing,5.1,Indigo,wood,2022-08-08,18247.68,2022
"Split Peas - Yellow, Dry",511,79.77,Quatz,2022-12-08,electronics,4.3,Blue,metal,2023-07-27,40762.47,2023
"Wine - White, Gewurtzraminer",255,26.23,Skilith,2022-12-08,electronics,2.8,Puce,plastic,2022-01-04,6688.650000000001,2022
Swiss Chard - Red,466,19.04,Flashpoint,2022-12-08,clothing,5.6,Teal,wood,2022-08-06,8872.64,2022
Tea - Herbal Sweet Dreams,879,80.98,Skaboo,2022-10-20,clothing,4.99875,Green,wood,2023-05-26,71181.42,2023
Bagel - Everything,344,64.35,Yodoo,2023-09-16,electronics,2.8,Green,plastic,2023-03-09,22136.399999999998,2023
Bread - Rye,672,36.89,Rhybox,2022-12-08,clothing,7.3,Crimson,metal,2022-03-15,24790.08,2022
Red Cod Fillets - 225g,611,13.22,Tagchat,2022-12-08,electronics,5.1,Red,metal,2023-07-26,8077.42,2023
Salt - Kosher,624,57.16,Twinte,2022-12-08,food,7.4,Khaki,wood,2023-09-04,35667.84,2023
Quinoa,878,65.72,DabZ,2022-12-08,food,5.088278388278388,Khaki,metal,2023-11-21,57702.159999999996,2023
Icecream - Dstk Strw Chseck,802,57.57,Riffpath,2022-12-08,clothing,3.1,Orange,metal,2023-07-29,46171.14,2023
"Butter - Salted, Micro",629,28.69,Katz,2022-12-08,clothing,4.99875,Violet,plastic,2023-06-24,18046.010000000002,2023
Puree - Blackcurrant,415,95.06,Thoughtstorm,2022-12-08,electronics,4.2,Orange,wood,2023-02-15,39449.9,2023
Appetizer - Chicken Satay,252,91.92,Jayo,2022-12-08,food,6.5,Turquoise,wood,2022-05-31,23163.84,2022
"Bread - Roll, Soft White Round",824,17.56,Tagchat,2022-12-08,electronics,4.969776119402986,Khaki,wood,2023-09-11,14469.439999999999,2023
Pastry - Banana Muffin - Mini,216,9.65,Linklinks,2022-12-08,food,2.4,Pink,wood,2022-05-03,2084.4,2022
Peas Snow,71,86.22,Zooxo,2022-12-08,electronics,4.9,Red,plastic,2023-05-25,6121.62,2023
Vinegar - White Wine,992,53.94,Jetpulse,2022-12-08,electronics,5.5,Indigo,plastic,2022-08-19,53508.479999999996,2022
Cheese - Cambozola,3,67.31,Dabfeed,2022-12-08,electronics,1.0,Red,metal,2023-04-16,201.93,2023
Baking Soda,969,56.59,Skiba,2022-12-08,clothing,7.5,Puce,wood,2022-12-27,54835.71000000001,2022
Wine - Chablis 2003 Champs,422,0.83,JumpXS,2022-12-08,food,4.4,Goldenrod,plastic,2022-04-14,350.26,2022
Cake - Cheese Cake 9 Inch,670,24.83,Blognation,2022-12-08,clothing,3.8,Goldenrod,metal,2023-06-30,16636.1,2023
Tuna - Fresh,950,24.86,Plajo,2022-12-08,food,4.0,Mauv,plastic,2023-04-13,23617.0,2023
Wine - Chablis 2003 Champs,334,1.84,Gabcube,2022-12-08,electronics,2.1,Goldenrod,metal,2022-09-04,614.5600000000001,2022
Lettuce - California Mix,140,95.5,Dynazzy,2022-12-08,clothing,8.0,Orange,wood,2023-10-27,13370.0,2023
Tarts Assorted,69,29.32,Thoughtstorm,2022-12-08,electronics,8.7,Orange,plastic,2023-03-25,2023.08,2023
Corn Syrup,773,27.45,Tagfeed,2022-12-08,food,0.6,Purple,metal,2022-11-30,21218.85,2022
Cheese - Mascarpone,213,76.03,Dabtype,2022-12-08,clothing,5.1,Khaki,wood,2022-11-10,16194.39,2022
Wine - Magnotta - Bel Paese White,809,64.94,Bubblemix,2022-12-08,electronics,9.5,Khaki,wood,2022-12-04,52536.46,2022
"Water - Mineral, Natural",856,71.41,Rhynoodle,2022-12-08,clothing,3.0,Goldenrod,metal,2022-01-26,61126.96,2022
Appetizer - Smoked Salmon / Dill,809,61.23,Dabtype,2022-12-08,electronics,4.969776119402986,Khaki,plastic,2023-02-14,49535.07,2023
Sultanas,917,55.21,Bluejam,2022-12-08,clothing,5.9,Indigo,wood,2022-03-13,50627.57,2022
"Tabasco Sauce, 2 Oz",272,30.83,Wikizz,2022-12-08,food,5.6,Teal,metal,2022-01-20,8385.76,2022
"Cake Circle, Foil, Scallop",312,5.11,Jaxbean,2022-12-08,food,5.088278388278388,Khaki,plastic,2023-04-13,1594.3200000000002,2023
Apple - Custard,475,29.43,Yakitri,2022-12-08,clothing,9.0,Orange,metal,2022-02-08,13979.25,2022
